slot,data_lost,data_delay_ms,ack_lost,ack_delay_ms
2627,0,20,0,20
2628,0,20,0,20
2629,0,20,0,20
2630,0,20,0,20
2631,0,20,0,20
2632,0,20,0,20
2633,0,20,0,20
2634,0,20,0,20
2635,0,20,0,20
2636,0,20,0,20
2637,0,20,0,20
2638,0,20,0,20
2639,0,20,0,20
2640,0,20,0,20
2641,0,20,0,20
2642,0,20,0,20
2643,0,20,0,20
2644,0,20,0,20
2645,0,20,0,20
2646,0,20,0,20
2647,0,20,0,20
2648,0,20,0,20
2649,0,20,0,20
2650,0,20,0,20
2651,0,20,0,20
2652,0,20,0,20
2653,0,20,0,20
2654,0,20,0,20
2655,0,20,0,20
2656,0,20,0,20
2657,0,20,0,20
2658,0,20,0,20
2659,0,20,0,20
2660,0,20,0,20
2661,0,20,0,20
2662,0,20,0,20
2663,0,20,0,20
2664,0,20,0,20
2665,0,20,0,20
2666,0,20,0,20
2667,0,20,0,20
2668,0,20,0,20
2669,0,20,0,20
2670,0,20,0,20
2671,0,20,0,20
2672,0,20,0,20
2673,0,20,0,20
2674,0,20,0,20
2675,0,20,0,20
2676,0,20,0,20
2677,0,20,0,20
2678,0,20,0,20
2679,0,20,0,20
2680,0,20,0,20
2681,0,20,0,20
2682,0,20,0,20
2683,0,20,0,20
2684,0,20,0,20
2685,0,20,0,20
2686,0,20,0,20
2687,0,20,0,20
2688,0,20,0,20
2689,0,20,0,20
2690,0,20,0,20
2691,0,20,0,20
2692,0,20,0,20
2693,0,20,0,20
2694,0,20,0,20
2695,0,20,0,20
2696,0,20,0,20
2697,0,20,0,20
2698,0,20,0,20
2699,0,20,0,20
2700,0,20,0,20
2701,0,20,0,20
2702,0,20,0,20
2703,0,20,0,20
2704,0,20,0,20
2705,0,20,0,20
2706,0,20,0,20
2707,0,20,0,20
2708,1,20,0,20
2709,0,20,1,20
2710,0,20,0,20
2711,0,20,1,20
2712,0,20,0,20
2713,0,20,0,20
2714,0,20,0,20
2715,0,20,0,20
2716,0,20,0,20
2717,0,20,0,20
2718,0,20,0,20
2719,0,20,0,20
2720,0,20,0,20
2721,0,20,0,20
2722,1,20,0,20
2723,0,20,0,20
2724,0,20,0,20
2725,0,20,0,20
2726,0,20,1,20
2727,0,20,0,20
2728,0,20,0,20
2729,0,20,0,20
2730,0,20,0,20
2731,0,20,0,20
2732,0,20,0,20
2733,0,20,1,20
2734,0,20,0,20
2735,0,20,0,20
2736,0,20,0,20
2737,0,20,0,20
2738,0,20,0,20
2739,0,20,0,20
2740,0,20,0,20
2741,0,20,0,20
2742,0,20,0,20
2743,0,20,0,20
2744,0,20,0,20
2745,0,20,0,20
2746,0,20,0,20
2747,0,20,0,20
2748,0,20,0,20
2749,0,20,0,20
2750,0,20,0,20
2751,0,20,0,20
2752,0,20,0,20
2753,0,20,0,20
2754,0,20,0,20
2755,0,20,0,20
2756,0,20,0,20
2757,0,20,0,20
2758,0,20,0,20
2759,0,20,0,20
2760,0,20,0,20
2761,0,20,0,20
2762,0,20,0,20
2763,0,20,0,20
2764,0,20,0,20
2765,0,20,0,20
2766,0,20,0,20
2767,0,20,0,20
2768,0,20,0,20
2769,0,20,0,20
2770,0,20,0,20
2771,0,20,0,20
2772,0,20,0,20
2773,0,20,0,20
2774,0,20,0,20
2775,0,20,0,20
2776,0,20,0,20
2777,0,20,0,20
2778,0,20,0,20
2779,0,20,0,20
2780,0,20,0,20
2781,0,20,0,20
2782,0,20,0,20
2783,0,20,0,20
2784,0,20,0,20
2785,0,20,0,20
2786,0,20,0,20
2787,0,20,0,20
2788,0,20,0,20
2789,0,20,0,20
2790,0,20,0,20
2791,0,20,0,20
2792,0,20,0,20
2793,0,20,0,20
2794,0,20,0,20
2795,0,20,0,20
2796,0,20,0,20
2797,0,20,0,20
2798,0,20,0,20
2799,0,20,0,20
2800,0,20,0,20
2801,0,20,0,20
2802,0,20,0,20
2803,0,20,0,20
2804,0,20,0,20
2805,0,20,0,20
2806,0,20,0,20
2807,0,20,0,20
2808,0,20,0,20
2809,0,20,0,20
2810,0,20,0,20
2811,1,20,0,20
2812,0,20,0,20
2813,0,20,0,20
2814,0,20,0,20
2815,0,20,0,20
2816,0,20,0,20
2817,0,20,0,20
2818,0,20,0,20
2819,0,20,0,20
2820,0,20,0,20
2821,0,20,0,20
2822,0,20,0,20
2823,0,20,0,20
2824,0,20,0,20
2825,0,20,0,20
2826,0,20,0,20
2827,0,20,0,20
2828,0,20,0,20
2829,0,20,0,20
2830,0,20,0,20
2831,0,20,0,20
2832,0,20,0,20
2833,0,20,0,20
2834,0,20,0,20
2835,0,20,0,20
2836,0,20,0,20
2837,0,20,0,20
2838,0,20,0,20
2839,0,20,0,20
2840,0,20,0,20
2841,0,20,0,20
2842,0,20,0,20
2843,0,20,0,20
2844,0,20,0,20
2845,0,20,0,20
2846,0,20,0,20
2847,0,20,0,20
2848,0,20,0,20
2849,0,20,0,20
2850,0,20,0,20
2851,0,20,0,20
2852,0,20,0,20
2853,0,20,0,20
2854,0,20,0,20
2855,0,20,0,20
2856,0,20,0,20
2857,0,20,0,20
2858,0,20,0,20
2859,0,20,0,20
2860,0,20,0,20
2861,0,20,0,20
2862,0,20,0,20
2863,0,20,0,20
2864,0,20,0,20
2865,0,20,0,20
2866,0,20,0,20
2867,0,20,0,20
2868,0,20,0,20
2869,0,20,0,20
2870,0,20,0,20
2871,0,20,0,20
2872,0,20,0,20
2873,0,20,0,20
2874,0,20,0,20
2875,0,20,0,20
2876,0,20,0,20
2877,0,20,0,20
2878,0,20,0,20
2879,0,20,0,20
2880,0,20,0,20
2881,0,20,0,20
2882,0,20,0,20
2883,0,20,0,20
2884,0,20,0,20
2885,0,20,0,20
2886,0,20,0,20
2887,0,20,0,20
2888,0,20,0,20
2889,0,20,0,20
2890,0,20,0,20
2891,0,20,0,20
2892,0,20,0,20
2893,0,20,0,20
2894,0,20,0,20
2895,0,20,0,20
2896,0,20,0,20
2897,0,20,0,20
2898,0,20,0,20
2899,0,20,0,20
2900,0,20,0,20
2901,0,20,0,20
2902,0,20,0,20
2903,0,20,0,20
2904,0,20,0,20
2905,0,20,0,20
2906,0,20,0,20
2907,0,20,0,20
2908,0,20,0,20
2909,0,20,0,20
2910,0,20,0,20
2911,0,20,0,20
2912,0,20,0,20
2913,0,20,0,20
2914,0,20,0,20
2915,0,20,0,20
2916,0,20,0,20
2917,0,20,0,20
2918,0,20,0,20
2919,0,20,0,20
2920,0,20,0,20
2921,0,20,0,20
2922,0,20,0,20
2923,0,20,0,20
2924,0,20,0,20
2925,0,20,0,20
2926,0,20,0,20
2927,0,20,0,20
2928,0,20,0,20
2929,0,20,0,20
2930,0,20,0,20
2931,0,20,0,20
2932,0,20,0,20
2933,0,20,0,20
2934,0,20,0,20
2935,0,20,0,20
2936,0,20,0,20
2937,0,20,0,20
2938,0,20,0,20
2939,0,20,0,20
2940,0,20,0,20
2941,0,20,0,20
2942,0,20,0,20
2943,0,20,1,20
2944,0,20,0,20
2945,0,20,0,20
2946,0,20,0,20
2947,0,20,0,20
2948,0,20,1,20
2949,0,20,0,20
2950,0,20,0,20
2951,0,20,0,20
2952,0,20,0,20
2953,0,20,0,20
2954,0,20,0,20
2955,1,20,0,20
2956,0,20,0,20
2957,0,20,0,20
2958,0,20,0,20
2959,0,20,0,20
2960,0,20,0,20
2961,0,20,0,20
2962,0,20,0,20
2963,0,20,0,20
2964,0,20,0,20
2965,0,20,1,20
2966,0,20,0,20
2967,0,20,0,20
2968,0,20,0,20
2969,0,20,0,20
2970,0,20,0,20
2971,0,20,0,20
2972,0,20,0,20
2973,0,20,0,20
2974,0,20,0,20
2975,0,20,0,20
2976,0,20,0,20
2977,0,20,0,20
2978,0,20,0,20
2979,0,20,0,20
2980,0,20,0,20
2981,0,20,0,20
2982,0,20,0,20
2983,0,20,0,20
2984,0,20,0,20
2985,0,20,0,20
2986,0,20,0,20
2987,0,20,0,20
2988,0,20,0,20
2989,0,20,0,20
2990,0,20,0,20
2991,0,20,0,20
2992,0,20,0,20
2993,0,20,0,20
2994,0,20,0,20
2995,0,20,0,20
2996,0,20,0,20
2997,0,20,0,20
2998,0,20,0,20
2999,0,20,0,20
